Sum of label_val	Column Labels								
Row Labels	LOCATION1#general	LOCATION1#price	LOCATION1#safety	LOCATION1#transit	LOCATION2#general	LOCATION2#price	LOCATION2#safety	LOCATION2#transit	Grand Total
" LOCATION1 transit location  ( Location-North West ) - Quiet , cheap LOCATION2 Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"				0					0
"LOCATION1 ( Location-North West ) - Quiet , cheap  LOCATION2 general  Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"					0				0
"LOCATION1 ( Location-North West ) - Quiet , cheap  LOCATION2 price  Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"						0			0
"LOCATION1 ( Location-North West ) - Quiet , cheap  LOCATION2 safety  Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"							0		0
"LOCATION1 ( Location-North West ) - Quiet , cheap  LOCATION2 transit location  Broadway ( Location- West ) - A fair way to Central London but a nice suburb with bars and pubs"								-1	-1
2840	0	0	-1	0	0	0	0	0	-1
" LOCATION2 general  is a fairly quiet suburban area , while LOCATION1 is a little rough around the edges"					0				0
" LOCATION2 price  is a fairly quiet suburban area , while LOCATION1 is a little rough around the edges"						0			0
" LOCATION2 safety  is a fairly quiet suburban area , while LOCATION1 is a little rough around the edges"							0		0
" LOCATION2 transit location  is a fairly quiet suburban area , while LOCATION1 is a little rough around the edges"								0	0
"LOCATION2 is a fairly quiet suburban area , while  LOCATION1 general  is a little rough around the edges"	0								0
"LOCATION2 is a fairly quiet suburban area , while  LOCATION1 price  is a little rough around the edges"		0							0
"LOCATION2 is a fairly quiet suburban area , while  LOCATION1 safety  is a little rough around the edges"			-1						-1
"LOCATION2 is a fairly quiet suburban area , while  LOCATION1 transit location  is a little rough around the edges"				0					0
2841	0	0	0	1	0	0	0	1	2
You might like to try  LOCATION1 general  which has fast trains to LOCATION2 for the tube too You will still be in London	0								0
You might like to try  LOCATION1 price  which has fast trains to LOCATION2 for the tube too You will still be in London		0							0
You might like to try  LOCATION1 safety  which has fast trains to LOCATION2 for the tube too You will still be in London			0						0
You might like to try  LOCATION1 transit location  which has fast trains to LOCATION2 for the tube too You will still be in London				1					1
You might like to try LOCATION1 which has fast trains to  LOCATION2 general  for the tube too You will still be in London					0				0
You might like to try LOCATION1 which has fast trains to  LOCATION2 price  for the tube too You will still be in London						0			0
You might like to try LOCATION1 which has fast trains to  LOCATION2 safety  for the tube too You will still be in London							0		0
You might like to try LOCATION1 which has fast trains to  LOCATION2 transit location  for the tube too You will still be in London								1	1
2842	1	0	0	0	1	0	0	0	2
"Yeah  LOCATION2 general  and LOCATION1 one of the best and nicest areas not just in West , but in whole London"					1				1
"Yeah  LOCATION2 price  and LOCATION1 one of the best and nicest areas not just in West , but in whole London"						0			0
"Yeah  LOCATION2 safety  and LOCATION1 one of the best and nicest areas not just in West , but in whole London"							0		0
"Yeah  LOCATION2 transit location  and LOCATION1 one of the best and nicest areas not just in West , but in whole London"								0	0
"Yeah LOCATION2 and  LOCATION1 general  one of the best and nicest areas not just in West , but in whole London"	1								1
"Yeah LOCATION2 and  LOCATION1 price  one of the best and nicest areas not just in West , but in whole London"		0							0
"Yeah LOCATION2 and  LOCATION1 safety  one of the best and nicest areas not just in West , but in whole London"			0						0
"Yeah LOCATION2 and  LOCATION1 transit location  one of the best and nicest areas not just in West , but in whole London"				0					0
2843	1	0	0	0	-1	0	0	0	0
"Definately not  LOCATION2 general  , but poosssibly LOCATION1"					-1				-1
"Definately not  LOCATION2 price  , but poosssibly LOCATION1"						0			0
"Definately not  LOCATION2 safety  , but poosssibly LOCATION1"							0		0
"Definately not  LOCATION2 transit location  , but poosssibly LOCATION1"								0	0
"Definately not LOCATION2 , but poosssibly  LOCATION1 general "	1								1
"Definately not LOCATION2 , but poosssibly  LOCATION1 price "		0							0
"Definately not LOCATION2 , but poosssibly  LOCATION1 safety "			0						0
"Definately not LOCATION2 , but poosssibly  LOCATION1 transit location "				0					0
2844	1	0	0	0	1	0	0	0	2
Better areas include  LOCATION1 general  and LOCATION2 for instance	1								1
Better areas include  LOCATION1 price  and LOCATION2 for instance		0							0
Better areas include  LOCATION1 safety  and LOCATION2 for instance			0						0
Better areas include  LOCATION1 transit location  and LOCATION2 for instance				0					0
Better areas include LOCATION1 and  LOCATION2 general  for instance					1				1
Better areas include LOCATION1 and  LOCATION2 price  for instance						0			0
Better areas include LOCATION1 and  LOCATION2 safety  for instance							0		0
Better areas include LOCATION1 and  LOCATION2 transit location  for instance								0	0
2845	1	0	0	0	1	0	0	0	2
You might want to look just south of the river  LOCATION2 general  or LOCATION1					1				1
You might want to look just south of the river  LOCATION2 price  or LOCATION1						0			0
You might want to look just south of the river  LOCATION2 safety  or LOCATION1							0		0
You might want to look just south of the river  LOCATION2 transit location  or LOCATION1								0	0
You might want to look just south of the river LOCATION2 or  LOCATION1 general 	1								1
You might want to look just south of the river LOCATION2 or  LOCATION1 price 		0							0
You might want to look just south of the river LOCATION2 or  LOCATION1 safety 			0						0
You might want to look just south of the river LOCATION2 or  LOCATION1 transit location 				0					0
2846	1	0	0	0	1	-1	0	0	1
" LOCATION1 general  isnt too bad , LOCATION2 is ok but not very cheap"	1								1
" LOCATION1 price  isnt too bad , LOCATION2 is ok but not very cheap"		0							0
" LOCATION1 safety  isnt too bad , LOCATION2 is ok but not very cheap"			0						0
" LOCATION1 transit location  isnt too bad , LOCATION2 is ok but not very cheap"				0					0
"LOCATION1 isnt too bad ,  LOCATION2 general  is ok but not very cheap"					1				1
"LOCATION1 isnt too bad ,  LOCATION2 price  is ok but not very cheap"						-1			-1
"LOCATION1 isnt too bad ,  LOCATION2 safety  is ok but not very cheap"							0		0
"LOCATION1 isnt too bad ,  LOCATION2 transit location  is ok but not very cheap"								0	0
2847	0	0	1	0	0	0	-1	0	0
I live in London and am quite happy to walk around in  LOCATION1 general  but I would be scared to walk around estates in LOCATION2	0								0
I live in London and am quite happy to walk around in  LOCATION1 price  but I would be scared to walk around estates in LOCATION2		0							0
I live in London and am quite happy to walk around in  LOCATION1 safety  but I would be scared to walk around estates in LOCATION2			1						1
I live in London and am quite happy to walk around in  LOCATION1 transit location  but I would be scared to walk around estates in LOCATION2				0					0
I live in London and am quite happy to walk around in LOCATION1 but I would be scared to walk around estates in  LOCATION2 general 					0				0
I live in London and am quite happy to walk around in LOCATION1 but I would be scared to walk around estates in  LOCATION2 price 						0			0
I live in London and am quite happy to walk around in LOCATION1 but I would be scared to walk around estates in  LOCATION2 safety 							-1		-1
I live in London and am quite happy to walk around in LOCATION1 but I would be scared to walk around estates in  LOCATION2 transit location 								0	0
2848	1	0	0	0	1	0	0	0	2
" LOCATION2 general  , LOCATION1 areas are young , cool and lively"					1				1
" LOCATION2 price  , LOCATION1 areas are young , cool and lively"						0			0
" LOCATION2 safety  , LOCATION1 areas are young , cool and lively"							0		0
" LOCATION2 transit location  , LOCATION1 areas are young , cool and lively"								0	0
"LOCATION2 ,  LOCATION1 general  areas are young , cool and lively"	1								1
"LOCATION2 ,  LOCATION1 price  areas are young , cool and lively"		0							0
"LOCATION2 ,  LOCATION1 safety  areas are young , cool and lively"			0						0
"LOCATION2 ,  LOCATION1 transit location  areas are young , cool and lively"				0					0
2850	0	-1	0	0	1	0	0	0	0
I think  LOCATION2 general  is better but then I 'm prejudiced LOCATION1 is one of the most expensive areas in London					1				1
I think  LOCATION2 price  is better but then I 'm prejudiced LOCATION1 is one of the most expensive areas in London						0			0
I think  LOCATION2 safety  is better but then I 'm prejudiced LOCATION1 is one of the most expensive areas in London							0		0
I think  LOCATION2 transit location  is better but then I 'm prejudiced LOCATION1 is one of the most expensive areas in London								0	0
I think LOCATION2 is better but then I 'm prejudiced  LOCATION1 general  is one of the most expensive areas in London	0								0
I think LOCATION2 is better but then I 'm prejudiced  LOCATION1 price  is one of the most expensive areas in London		-1							-1
I think LOCATION2 is better but then I 'm prejudiced  LOCATION1 safety  is one of the most expensive areas in London			0						0
I think LOCATION2 is better but then I 'm prejudiced  LOCATION1 transit location  is one of the most expensive areas in London				0					0
2852	1	0	0	0	1	0	0	0	2
Overall the west London area of  LOCATION1 general  and LOCATION2 is a nice residential area	1								1
Overall the west London area of  LOCATION1 price  and LOCATION2 is a nice residential area		0							0
Overall the west London area of  LOCATION1 safety  and LOCATION2 is a nice residential area			0						0
Overall the west London area of  LOCATION1 transit location  and LOCATION2 is a nice residential area				0					0
Overall the west London area of LOCATION1 and  LOCATION2 general  is a nice residential area					1				1
Overall the west London area of LOCATION1 and  LOCATION2 price  is a nice residential area						0			0
Overall the west London area of LOCATION1 and  LOCATION2 safety  is a nice residential area							0		0
Overall the west London area of LOCATION1 and  LOCATION2 transit location  is a nice residential area								0	0
2855	0	0	0	0	0	0	0	0	0
I would never want to live somewhere like  LOCATION1 general  or anywhere in LOCATION2 as I would never get any sleep	0								0
I would never want to live somewhere like  LOCATION1 price  or anywhere in LOCATION2 as I would never get any sleep		0							0
I would never want to live somewhere like  LOCATION1 safety  or anywhere in LOCATION2 as I would never get any sleep			0						0
I would never want to live somewhere like  LOCATION1 transit location  or anywhere in LOCATION2 as I would never get any sleep				0					0
I would never want to live somewhere like LOCATION1 or anywhere in  LOCATION2 general  as I would never get any sleep					0				0
I would never want to live somewhere like LOCATION1 or anywhere in  LOCATION2 price  as I would never get any sleep						0			0
I would never want to live somewhere like LOCATION1 or anywhere in  LOCATION2 safety  as I would never get any sleep							0		0
I would never want to live somewhere like LOCATION1 or anywhere in  LOCATION2 transit location  as I would never get any sleep								0	0
2856	0	1	0	1	0	1	0	1	4
"cheaper places that are still central include  LOCATION2 general  and LOCATION1 , as mentioned in other answers"					0				0
