Row Labels,LOCATION1#general,LOCATION1#price,LOCATION1#safety,LOCATION1#transit,LOCATION2#general,LOCATION2#price,LOCATION2#safety,LOCATION2#transit
 LOCATION1   is full of mock tudor houses and feels very olde English This person ask for places to live in London and you all mention places outside of London,0,0,0,0,,,,
 LOCATION1   is full of Indians,0,0,0,0,,,,
 LOCATION1   is full of gangs,0,0,-1,0,,,,
" LOCATION1   is fine - plenty of shops , restaurants , etc Just make sure you 're near a tube station if you do n't drive",0,0,0,0,,,,
" LOCATION1   is fashionable so it is more expensive than for instance LOCATION2 north , north west , central , west tend to be more expensive yes",0,-1,0,0,,,,
 LOCATION1   is dull I am looking to move to London soon but do not really know it that well,-1,0,0,0,,,,
" LOCATION1   is directly linked to LOCATION1 by the DLR , which takes about 10 minutes",0,0,0,1,,,,
 LOCATION1   is delightful,1,0,0,0,,,,
 LOCATION1   is cool,1,0,0,0,,,,
" LOCATION1   is considered to be part of London , not seperate from it",0,0,0,0,,,,
" LOCATION1   is considered one of the best areas of London , but with that salary you can afford it",1,0,0,0,,,,
 LOCATION1   is close to LOCATION2 which is always busy and has supermarkets and everything else you would need,0,0,0,1,,,,
 LOCATION1   is busy and very trendy,1,0,0,0,,,,
 LOCATION1   is both lovely and cheap,1,1,0,0,,,,
 LOCATION1   is better though I guess you mean the LOCATION1 area,1,0,0,0,,,,
 LOCATION1   is becoming a ghetto now,-1,0,0,0,,,,
 LOCATION1   is beautiful EDIT : SS has a valid point,1,0,0,0,,,,
" LOCATION1   is beautiful but in central London and in an area surrounded by lots of embassies , so has a more international feel to it",1,0,0,0,,,,
 LOCATION1   is beautiful and you will be highly privileged to live there You 'll be fine LOCATION2 has more restaurants and cafes and has more of an `` urban town `` feel but the three are very close,1,0,0,0,,,,
" LOCATION1   is beautiful , lots of parks n green around there",1,0,0,0,,,,
" LOCATION1   is another good place to go to , it is always really busy , has a good selection of alternative shops , and everyone is always friendly there",1,0,0,0,,,,
 LOCATION1   is an up and coming area plus a lot of late night clubs appearing in that area,1,0,0,0,,,,
 LOCATION1   is an interesting area especially near Camden Town Lock,1,0,0,0,,,,
" LOCATION1   is an enormous area with all sorts of areas within it , some very luxurious and expensive",0,-1,0,0,,,,
 LOCATION1   is an armpit full of chavs,-1,0,0,0,,,,
 LOCATION1   is amazing but you need literally millions to live there aha,1,-1,0,0,,,,
 LOCATION1   is also very leafy ( Hampstead Heath ) Everywhere in London has excellent public transport,0,0,0,0,,,,
 LOCATION1   is also close to the A12 and M11 and A406 if you want to get out of London quickly on the weekend,0,0,0,1,,,,
" LOCATION1   is also a wicked night out I could suggest Randall and Aubin , Seafood Restaurant based on LOCATION1 , London",0,0,0,0,,,,
" LOCATION1   is also a nice place to live its kind of 30 something paradise with restaurants and wine bars , i think if your travelling to cental London ( zone 1 ) then the LOCATION2 is easier , and a bit nicer journey",0,0,0,0,,,,
 LOCATION1   is also a lovely area to live,0,0,0,0,,,,
 LOCATION1   is also a beautiful location,1,0,0,0,,,,
" LOCATION1   is alright , not one of the worst areas",1,0,0,0,,,,
" LOCATION1   is a very wealthy area in Central London , but regardless of that , its a residential area nontheless , so you will get quite a few quiet roads",0,-1,0,1,,,,
 LOCATION1   is a very nice place to live - I personally would rather live there than LOCATION2,0,0,0,0,,,,
" LOCATION1   is a very nice and safe area with hostels , it is about ten miles from the centre but the train can take you in in twenty minutes Well Jessy , it seems interesting to me that you 're willing to leave what you kept insisting is the best place in the world",1,0,1,1,,,,
 LOCATION1   is a very modern featureless upmarket development interspersed with run down areas and is not a great place to live,-1,0,0,0,,,,
" LOCATION1   is a very chilled place , much better to go out there than in LOCATION2",1,0,0,0,,,,
" LOCATION1   is a suburb of LOCATION2 really , but its terrible",-1,0,0,0,,,,
 LOCATION1   is a similar walking distance away,0,0,0,0,,,,
 LOCATION1   is a safe middle class area,0,0,1,0,,,,
" LOCATION1   is a safe , residential and for the most part , a middle class area",0,0,1,0,,,,
 LOCATION1   is a s t hole stay clear unless your a drug dealer or addict I moved from there only 9 months ago and never looked back,-1,0,0,0,,,,
" LOCATION1   is a rather bland , non-descript place",-1,0,0,0,,,,
 LOCATION1   is a quiet backwater,0,0,0,0,,,,
" LOCATION1   is a pretty dingy area , and I wouldnt live there unless I really had to",-1,0,0,0,,,,
 LOCATION1   is a possibility,0,0,0,0,,,,
 LOCATION1   is a posh place but LOCATION2 is nice also,0,-1,0,0,,,,
 LOCATION1   is a place of two halves,0,0,0,0,,,,
" LOCATION1   is a particularly nice area to live in , LOCATION2 is also extremly nice",0,0,0,0,,,,
 LOCATION1   is a ordinary sort of suburban area about 10 miles from Central London with many commuters living in it,0,0,0,1,,,,
 LOCATION1   is a notoriously rough area,0,0,-1,0,,,,
 LOCATION1   is a nice quiet area but is expensive,1,-1,0,0,,,,
 LOCATION1   is a nice place to live,0,0,0,0,,,,
 LOCATION1   is a nice place it has lots of residential areas and a shopping district,1,0,0,0,,,,
 LOCATION1   is a nice place and has good connections to Central London,1,0,0,1,,,,
 LOCATION1   is a nice area,1,0,0,0,,,,
" LOCATION1   is a nice , safe area , lots of lovely families there",1,0,1,0,,,,
" LOCATION1   is a lovely town with plenty of restaurants , you wo n't go hungry that 's for sure and if you wanted to pop up into London for an evening there 's trains every 15 minutes or so",1,0,0,1,,,,
" LOCATION1   is a lovely place to live , and you can find some places to rent at very reasonable rates",0,1,0,0,,,,
 LOCATION1   is a little closer to central London and has good rail and tube links,0,0,0,1,,,,
 LOCATION1   is a large area and has just about every sort of area within it,0,0,0,0,,,,
 LOCATION1   is a great little spot of countryside,1,0,0,0,,,,
 LOCATION1   is a great area and ly NOT a cheap one now,1,-1,0,0,,,,
 LOCATION1   is a good location ( depending on exactly where though to be honest I meant LOCATION2 end is n't exactly glamorous,0,0,0,1,,,,
 LOCATION1   is a good commute and more affordable,0,1,0,1,,,,
 LOCATION1   is a good area - Redbridge,1,0,0,0,,,,
 LOCATION1   is a good area,1,0,0,0,,,,
" LOCATION1   is a decent area , you can tell if the area has gangs in it or not by looking at walls in alleyways to see if there are tags on them",1,0,0,0,,,,
 LOCATION1   is a cosmopolitan district particularly known as the location for the annual Notting Hill Carnival,0,0,0,0,,,,
 LOCATION1   is a complete dump,-1,0,0,0,,,,
 LOCATION1   is a bit shoddy a few beggars,-1,0,0,0,,,,
" LOCATION1   is a bit rough round the edges , but use your common sense and do n't flash your expensive belongings around the council estates late at night and you will be fine Well , you could say it gets dangerously full of drunken students on Friday and Saturday night but apart from that it is no more dangerous than any other part of London",0,0,-1,0,,,,
 LOCATION1   is a bit on the y side so a cheaper alternative would be LOCATION2 which is also a perfectly safe area,0,-1,0,0,,,,
 LOCATION1   is a bit of a mystery to me to be honest,0,0,0,0,,,,
" LOCATION1   is a bit of a dump , LOCATION2 is slightly nicer , though of course both have better and worse areas",-1,0,0,0,,,,
" LOCATION1   is a big place , more than four million people depending on where you stop counting",0,0,0,0,,,,
 LOCATION1   is a big more grungy but lots to do and still quite posh,-1,-1,0,0,,,,
" LOCATION1   is a better area , nice business buildings and beautiful residential houses , good people live there , much easier for transport than LOCATION1",1,0,0,1,,,,
 LOCATION1   in the North East is lovely,1,0,0,0,,,,
 LOCATION1   in LOCATION1 is lovely,1,0,0,0,,,,
" LOCATION1   I particularly loved , with the wonderful park ( starting point of the London Marathon ) , cool pubs and to be right beside the thames is always great",1,0,0,0,,,,
 LOCATION1   I fooking love it : ),1,0,0,0,,,,
 LOCATION1   hs the advantage of good transport links both rail and bus routes ),0,0,0,1,,,,
" LOCATION1   hmmm mm , take the tube to the London then",0,0,0,0,,,,
 LOCATION1   have winter wonderland - they have a few bits and bobs going on there,0,0,0,0,,,,
" LOCATION1   has vibrant community I am thinking of moving to LOCATION1 ,",0,0,0,0,,,,
 LOCATION1   has some factories around it,0,0,0,0,,,,
 LOCATION1   has quite a low council tax rate so might be your best bet,1,1,0,0,,,,
" LOCATION1   has nice bars , such as Lock Tavern with a beergarden",0,0,0,0,,,,
" LOCATION1   has lots of good restaurants etc , and LOCATION2 is very nice",0,0,0,0,,,,
" LOCATION1   has lost it 's edge , as well as being very expensive to live in",-1,-1,0,0,,,,
 LOCATION1   has loads of trains and good buses,0,0,0,1,,,,
" LOCATION1   has it 's good places , but they are expensive",1,-1,0,0,,,,
 LOCATION1   has hostels and is a safe area,0,0,1,0,,,,
" LOCATION1   has great transport links , train to LOCATION2",0,0,0,1,,,,
" LOCATION1   has great transport links , i work in LOCATION1 and its 25mins door to door",0,0,0,1,,,,
" LOCATION1   has great transport connections , I ca n't really comment on how the rental situation at the moment",0,0,0,1,,,,
" LOCATION1   has great shops , bars and restaurants",0,0,0,0,,,,
" LOCATION1   has good connections into town ( Metropolitan line , 30 mins ) and it still feels like the village",0,0,0,1,,,,
 LOCATION1   has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e,0,0,-1,1,,,,
 LOCATION1   has been part of Greater London since 1965 but some locals still use Kent as part of the address,0,0,0,0,,,,
 LOCATION1   has been open for a few years now,0,0,0,0,,,,
 LOCATION1   has an overhead rail link to central London which is fast and frequent,0,0,0,1,,,,
" LOCATION1   has a Waitrose , Pizza Express and its own tube station",0,0,0,1,,,,
 LOCATION1   has a special charm,1,0,0,0,,,,
 LOCATION1   has a new development called the Centrium which is practically next to the station and has gym etc,0,0,0,0,,,,
 LOCATION1   has a more urban feel and is full of hipsters,0,0,0,0,,,,
" LOCATION1   has a lot of parks , also",0,0,0,0,,,,
 LOCATION1   has a large indoor and outdoor market selling all sorts of fashion and many other things too,0,0,0,0,,,,
" LOCATION1   has a large choice of parks and is close to LOCATION1 , good shops ,",0,0,0,0,,,,
" LOCATION1   has a big gay scene , and was once a red light district",0,0,0,0,,,,
 LOCATION1   has a big bus station,0,0,0,1,,,,
 LOCATION1   for pub bands to a strip club,0,0,0,0,,,,
" LOCATION1   for a quirky atmosphere , so it 's said Goldas green",0,0,0,0,,,,
" LOCATION1   Fill me in on details and answers , best answer - 10 points",0,0,0,0,,,,
" LOCATION1   feels very much a part of London and it 's only zone 3 , so transport costs are lower",0,0,0,1,,,,
 LOCATION1   especially has become VERY trendy and cool in the last few years,1,0,0,0,,,,
" LOCATION1   Cross , Westfield , Oxford Street",0,0,0,0,,,,
 LOCATION1   costs a bit more than south,0,-1,0,0,,,,
 LOCATION1   Common,0,0,0,0,,,,
 LOCATION1   certainly is indundated with tourists,0,0,0,0,,,,
" LOCATION1   can be pretty rough , but then you can not guarantee  anywhere , just be sensible and do n't go anywhere that is not lit properly , stay where there are lots of people and do n't get into any arguments , you 'll be as safe there as anywhere",0,0,-1,0,,,,
 LOCATION1   can be cheap both for accomodation and work,0,1,0,0,,,,
" LOCATION1   can be a nice area - near the cemetery is good , but maybe too expensive for you",1,-1,0,0,,,,
 LOCATION1   best place fun and hip but affordable,0,1,0,0,,,,
 LOCATION1   area is very good,1,0,0,0,,,,
 LOCATION1   area is fairly central so it is expensive,0,-1,0,1,,,,
 LOCATION1   area is cool,1,0,0,0,,,,
 LOCATION1   area is cheaper to live and ypu can commute from there,0,1,0,-1,,,,
" LOCATION1   area , quite a bit of industry",-1,0,0,0,,,,
" LOCATION1   area , more posh and a better quality of living than in LOCATION2",0,-1,0,0,,,,
" LOCATION1   area , it 's a bit expensive",0,-1,0,0,,,,
 LOCATION1   and the surrounding area is one of the safest areas of Greater London,0,0,1,0,,,,
" LOCATION1   and the areas close to LOCATION1 are really nice ( expensive , though )",1,-1,0,0,,,,
 LOCATION1   and surrounding streets are the most expensive to live in,0,-1,0,0,,,,
" LOCATION1   and LOCATION2 Sorry , but it depends on the colour of your skin",0,0,0,0,,,,
 LOCATION1   and LOCATION2 probably offer the best cheap safe combination,0,1,1,0,,,,
 LOCATION1   and LOCATION2 is just great as it 's near the river and park,0,0,0,0,,,,
 LOCATION1   and LOCATION2 have very high unemployment,0,0,0,0,,,,
 LOCATION1   and LOCATION2 have great transport links and there is plenty of affordable accommodation,0,1,0,1,,,,
 LOCATION1   and LOCATION2 Common have the only remaining island platforms in tunnel,0,0,0,0,,,,
 LOCATION1   and LOCATION2 are unpleasant,-1,0,0,0,,,,
 LOCATION1   and LOCATION2 are the nicest areas and LOCATION1 in particular has more of a villagey feel,1,0,0,0,,,,
 LOCATION1   and LOCATION2 are quite expensive areas to rent/buy in,0,-1,0,0,,,,
 LOCATION1   and LOCATION2 are probably the most well known slum areas,-1,0,0,0,,,,
 LOCATION1   and LOCATION2 are not the nicest places in London,-1,0,0,0,,,,
 LOCATION1   and LOCATION2 are less good in terms of public transport and you might feel you need a car there Stay away if you are working person,0,0,0,-1,,,,
" LOCATION1   and LOCATION2 are great for pubs and bars ,",0,0,0,0,,,,
" LOCATION1   and LOCATION2 are also places where a lot of single people live , reasonably central and with a lot going on locally",0,0,0,1,,,,
 LOCATION1   and LOCATION2 : Both full of rich spoilt snobs with three car garages,0,-1,0,0,,,,
 LOCATION1   also has it 's share but there 's no tube there so you 'd have to get the bus,0,0,0,-1,,,,
 LOCATION1   also has great transport links to the centre of London and the London There 's not really a class divide in areas of London - you will find the very rich and the very poor living very close together,0,0,0,1,,,,
 LOCATION1   also has a large black population,0,0,0,0,,,,
